customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,internet_service,online_security,tech_support,streaming_tv,monthly_usage_gb,support_calls,payment_delay,churn
303,72,Female,30,84.39,3384.54,One year,DSL,No internet service,Yes,Yes,687,9,0,1
304,21,Male,33,21.44,937.3,One year,No,No,No,No internet service,219,0,2,0
305,72,Male,26,97.02,3485.05,One year,No,No,Yes,No internet service,254,9,2,1
306,28,Male,22,78.13,1186.51,One year,Fiber optic,No internet service,Yes,No internet service,874,7,2,1
307,73,Male,66,44.38,631.88,One year,No,No,Yes,Yes,386,8,1,0
308,76,Male,38,86.35,868.16,One year,No,No,No,No internet service,521,6,1,1
309,34,Male,46,42.52,59.86,Month-to-month,Fiber optic,No,No internet service,Yes,244,7,2,1
310,55,Female,15,89.82,3607.76,One year,No,Yes,No,No,719,3,1,0
311,41,Male,44,29.01,3675.39,One year,Fiber optic,No,No internet service,No internet service,702,3,0,0
312,22,Female,49,76.29,2598.92,Two year,DSL,No internet service,Yes,No,324,1,1,0
313,69,Female,61,63.26,848.75,Month-to-month,Fiber optic,No internet service,No internet service,No internet service,56,7,0,1
314,51,Male,67,27.72,463.59,Month-to-month,DSL,No,Yes,Yes,954,1,0,0
315,23,Female,6,39.35,144.69,Month-to-month,DSL,No,Yes,Yes,615,8,1,1
316,39,Female,9,20.99,870.45,Month-to-month,No,No,No,Yes,665,3,1,1
317,28,Female,6,57.5,4459.73,One year,No,No internet service,Yes,Yes,903,0,2,1
318,65,Female,32,44.1,1245.61,One year,No,No internet service,No,No internet service,899,3,1,0
319,33,Male,41,67.87,1803.64,Two year,Fiber optic,Yes,No internet service,No,622,2,1,0
320,50,Female,8,43.78,571.46,Two year,No,Yes,No internet service,Yes,648,5,1,0
321,26,Male,50,43.99,1150.69,Month-to-month,DSL,Yes,Yes,No internet service,819,6,0,1
322,77,Female,62,79.46,2620.16,Two year,No,No internet service,No,No,227,7,0,1
323,76,Female,62,23.85,3058.38,Two year,No,Yes,Yes,Yes,291,1,0,0
324,23,Male,7,92.23,1264.49,Month-to-month,Fiber optic,No,No,No,252,5,2,1
325,33,Female,4,88.18,335.77,Month-to-month,Fiber optic,No,No,Yes,592,5,2,1
326,46,Female,6,73.42,1985.61,Two year,DSL,No internet service,No,No,850,9,2,1
327,20,Female,58,67.46,1209.31,One year,Fiber optic,Yes,No internet service,No,511,4,0,0
328,37,Male,22,91.38,1136.79,Two year,No,No,No,Yes,129,9,1,1
329,77,Female,26,34.83,4801.32,Two year,Fiber optic,No internet service,No internet service,No internet service,572,9,2,1
330,76,Male,3,26.32,3100.69,One year,DSL,Yes,No,No,466,6,2,1
331,53,Female,41,39.16,2806.55,One year,No,No,No internet service,Yes,815,2,0,0
332,36,Male,60,83.57,2108.09,Month-to-month,DSL,Yes,No internet service,No,433,3,2,1
333,43,Male,14,22.77,2173.27,Month-to-month,Fiber optic,No internet service,No internet service,No,440,9,1,1
334,20,Female,12,66.62,2727.48,Two year,Fiber optic,Yes,Yes,No internet service,945,8,0,0
335,36,Female,12,99.64,3497.33,One year,DSL,No internet service,No,No,848,3,0,0
336,37,Male,13,88.46,3525.62,Month-to-month,No,Yes,Yes,No,737,2,1,0
337,49,Male,25,61.72,899.88,Two year,Fiber optic,No,No,Yes,175,1,1,0
338,24,Female,45,25.09,2525.56,One year,Fiber optic,No internet service,No,Yes,543,4,1,0
339,69,Male,19,86.51,2089.19,Two year,No,No internet service,Yes,No internet service,96,3,2,0
340,58,Female,55,67.92,4359.11,Month-to-month,Fiber optic,No internet service,No internet service,No,767,7,1,1
341,50,Female,45,29.19,3175.52,Month-to-month,DSL,Yes,No,No,525,6,0,1
342,57,Female,8,27.51,2685.9,One year,Fiber optic,Yes,No internet service,No,998,5,1,0
343,56,Female,53,92.77,621.2,Two year,Fiber optic,No,Yes,No internet service,668,1,0,0
344,35,Male,55,73.54,3047.91,One year,No,No internet service,No internet service,No,513,2,0,0
345,57,Female,32,86.34,630.16,Month-to-month,DSL,No internet service,No,Yes,836,9,2,1
346,18,Male,51,90.32,1719.17,Month-to-month,No,Yes,No,No internet service,898,8,1,1
347,28,Female,44,65.74,757.07,Two year,Fiber optic,Yes,No,Yes,172,8,2,1
348,45,Male,70,61.4,3475.76,Two year,Fiber optic,No,Yes,Yes,523,4,1,0
349,74,Female,18,54.43,1070.95,Two year,No,No,No,No internet service,183,2,1,0
350,42,Male,22,45.36,1989.7,One year,No,Yes,Yes,Yes,668,1,1,0
351,67,Male,37,54.77,4483.59,Two year,No,No internet service,No internet service,No,866,7,1,0
352,40,Female,56,81.91,1061.37,Two year,DSL,No,No,No internet service,890,5,1,0
353,48,Female,59,68.15,2563.64,Month-to-month,Fiber optic,Yes,No,Yes,611,9,0,1
354,47,Female,3,91.4,2125.39,Month-to-month,No,Yes,No,No,898,6,0,1
355,59,Female,28,55.47,139.71,Two year,Fiber optic,No internet service,No internet service,No,656,0,1,0
356,52,Male,35,68.57,3974.15,Two year,DSL,Yes,No,Yes,829,0,0,0
357,24,Female,61,70.5,391.78,Month-to-month,DSL,Yes,Yes,No,72,9,2,1
358,77,Male,54,67.34,2397.56,Two year,DSL,No,No internet service,No internet service,615,1,2,0
359,33,Male,63,76.21,2825.36,One year,DSL,Yes,No internet service,Yes,935,9,2,1
360,43,Female,7,38.99,3160.71,One year,Fiber optic,Yes,No internet service,No,815,2,1,0
361,65,Male,49,60.99,3458.73,One year,DSL,No,No internet service,No,284,0,1,0
362,74,Male,31,28.34,1303.7,Two year,DSL,No internet service,No internet service,Yes,108,4,0,0
363,69,Male,58,50.76,99.39,Month-to-month,No,No internet service,Yes,Yes,213,2,0,0
364,77,Male,61,59.01,3631.05,Two year,DSL,No,No internet service,Yes,820,0,0,0
365,66,Female,24,72.18,2701.5,Two year,No,No,No,Yes,875,7,2,1
366,19,Female,20,96.04,4188.78,Month-to-month,DSL,No internet service,No internet service,No internet service,265,5,2,1
367,18,Female,37,68.05,4115.87,Month-to-month,DSL,No internet service,No internet service,Yes,232,8,2,1
368,65,Female,4,79.49,4224.46,Month-to-month,No,No internet service,No internet service,No internet service,618,2,2,1
369,79,Male,20,60.5,2451.22,One year,DSL,No internet service,No internet service,No internet service,706,8,0,0
370,29,Male,60,70.73,1701.46,Two year,Fiber optic,No internet service,No internet service,Yes,984,8,1,0
371,22,Female,24,25.67,3968.21,Month-to-month,Fiber optic,No,Yes,No internet service,139,0,1,0
372,54,Female,50,40.35,2283.91,Two year,DSL,Yes,Yes,Yes,360,2,2,0
373,49,Female,49,48.95,958.04,One year,Fiber optic,No internet service,No internet service,Yes,606,5,1,0
374,76,Male,51,57.8,4282.12,One year,No,No internet service,Yes,No,306,7,1,0
375,72,Female,36,23.65,4418.67,Month-to-month,DSL,Yes,No,Yes,582,3,1,0
376,26,Female,66,31.2,2358.23,Month-to-month,DSL,Yes,No internet service,No,582,4,2,1
377,58,Female,34,42.15,424.71,Two year,No,Yes,No,No internet service,101,8,0,1
378,52,Male,36,97.72,1969.74,Month-to-month,No,Yes,No,No,387,5,0,1
379,36,Male,6,46.51,4027.51,Two year,No,Yes,No internet service,No internet service,220,6,1,1
380,65,Male,39,58.56,4513.78,Month-to-month,DSL,Yes,No,Yes,997,6,0,1
381,33,Male,42,35.69,1057.19,Two year,No,No,No,No internet service,116,3,0,0
382,20,Male,58,68.86,381.52,Two year,No,Yes,No,No internet service,674,3,2,0
383,37,Male,12,42.45,4392.88,Two year,Fiber optic,Yes,No internet service,Yes,349,3,2,0
384,41,Male,3,36.56,1977.55,Two year,Fiber optic,No,No internet service,No internet service,721,4,1,0
385,71,Male,18,61.33,2731.72,One year,DSL,Yes,No,Yes,827,4,1,0
386,73,Female,40,20.44,4841.93,Two year,Fiber optic,No internet service,No internet service,No,881,7,1,0
387,50,Female,21,20.61,379.5,Month-to-month,Fiber optic,No internet service,No internet service,Yes,281,8,2,1
388,41,Male,15,37.53,3259.17,One year,No,Yes,No,Yes,886,1,0,0
389,69,Male,26,22.94,416.82,One year,No,No,No internet service,No internet service,117,6,2,1
390,28,Female,8,28.64,1908.57,Two year,Fiber optic,No internet service,Yes,No,555,0,2,1
391,66,Male,42,47.11,4028.88,One year,Fiber optic,No,No internet service,Yes,77,0,0,0
392,25,Male,44,84.21,2195.69,Two year,Fiber optic,No internet service,Yes,No,998,3,0,0
393,53,Male,14,65.76,4986.05,Month-to-month,DSL,Yes,No,No,677,9,1,1
394,55,Female,2,61.01,2817.34,Two year,DSL,No,No internet service,No internet service,100,6,0,1
395,57,Female,37,43.48,1639.75,One year,DSL,No,No,Yes,742,1,0,0
396,37,Female,69,94.54,1139.55,Month-to-month,Fiber optic,No,No,No internet service,309,1,0,1
397,79,Female,38,51.76,1785.08,Two year,Fiber optic,No internet service,No,Yes,640,0,0,0
398,52,Female,41,26.97,1894.04,Month-to-month,DSL,No internet service,No,No,834,9,1,1
399,65,Male,62,69.37,390.13,Month-to-month,DSL,No internet service,No,Yes,669,1,1,0
400,79,Female,60,29.11,1879.39,One year,Fiber optic,Yes,No internet service,Yes,635,6,0,0
401,42,Male,14,47.62,2347.98,Month-to-month,No,No internet service,Yes,No,736,8,0,1
402,52,Male,2,60.59,3627.55,One year,DSL,Yes,No internet service,No,233,5,1,0
403,42,Female,70,89.94,3300.81,Month-to-month,Fiber optic,No,No internet service,Yes,72,9,1,1
404,46,Female,17,59.48,3558.39,Two year,Fiber optic,No,No internet service,No internet service,835,1,0,0
405,35,Male,28,76.18,91.4,Month-to-month,No,Yes,No internet service,Yes,178,9,2,1
406,63,Male,66,99.43,1127.45,Two year,Fiber optic,No internet service,Yes,No,340,9,1,1
407,35,Male,35,30.52,3325.34,Two year,Fiber optic,Yes,No internet service,No internet service,881,8,1,0
408,19,Female,5,41.98,2445.75,Month-to-month,DSL,No,No,No,550,6,1,1
409,71,Female,65,51.57,76.3,Two year,DSL,No,No internet service,No,235,0,0,0
410,52,Female,40,53.75,4032.25,Month-to-month,No,Yes,No internet service,No internet service,528,8,0,1
411,33,Female,56,52.88,3875.41,Month-to-month,No,No internet service,Yes,No,620,1,1,0
412,78,Female,36,92.61,2764.67,Two year,Fiber optic,No internet service,Yes,No,541,3,0,0
413,58,Male,45,77.12,378.99,Two year,DSL,Yes,No,No,562,8,0,1
414,53,Female,23,68.63,3844.25,One year,No,Yes,No internet service,No,692,3,1,0
415,50,Male,47,44.75,2939.38,Two year,No,No internet service,No internet service,No,116,2,0,0
416,21,Male,31,85.9,3920.7,One year,No,No,No internet service,No,854,0,2,0
417,50,Male,11,96.4,3771.15,Two year,Fiber optic,Yes,No,No,516,6,0,1
418,31,Female,10,85.7,4024.86,Month-to-month,DSL,No internet service,Yes,No,334,5,0,1
419,38,Female,67,20.13,2614.14,Two year,No,No internet service,No,No,650,9,1,1
420,65,Female,14,70.91,744.61,Month-to-month,DSL,No,No internet service,Yes,466,3,1,0
421,37,Male,10,24.09,3372.23,Month-to-month,No,No,Yes,Yes,149,5,2,1
422,73,Male,1,40.61,3121.35,Month-to-month,No,No,Yes,No,238,5,0,1
423,25,Male,5,24.76,3724.15,One year,DSL,No,No,Yes,939,3,2,1
424,24,Male,20,68.3,890.91,Two year,DSL,No,Yes,No internet service,907,5,2,0
425,20,Male,8,74.93,1015.13,Month-to-month,DSL,Yes,Yes,Yes,437,9,1,1
426,34,Male,43,29.16,4457.53,Month-to-month,Fiber optic,No internet service,No internet service,No,290,7,0,1
427,50,Female,1,50.71,3762.39,One year,No,Yes,No internet service,No,831,2,1,0
428,65,Female,57,56.5,4545.73,Two year,Fiber optic,Yes,Yes,Yes,780,3,2,0
429,29,Female,64,49.52,3805.64,Two year,DSL,Yes,Yes,No,466,9,2,1
430,76,Female,28,29.68,3005.92,One year,No,Yes,No,No internet service,967,0,1,0
431,68,Male,37,53.52,3287.96,One year,Fiber optic,Yes,No,No internet service,225,3,1,0
432,39,Male,47,80.09,4451.18,Two year,No,No,Yes,No,436,9,1,1
433,72,Female,37,25.68,2915.09,One year,Fiber optic,No,No internet service,No internet service,520,9,1,0
434,39,Male,49,26.41,3180.34,Two year,DSL,No internet service,Yes,No internet service,902,8,1,0
435,63,Female,44,48.38,824.56,Two year,Fiber optic,Yes,Yes,Yes,282,7,2,1
436,47,Female,56,95.34,2395.91,Month-to-month,No,No internet service,No internet service,No internet service,712,3,1,0
437,55,Female,28,73.49,3596.17,Month-to-month,No,No,No internet service,Yes,501,6,0,1
438,55,Male,6,74.29,1391.17,Two year,No,No,No,No,326,9,2,1
439,62,Female,61,48.95,1051.16,Two year,No,No,No,Yes,278,2,2,0
440,68,Female,20,67.49,1603.44,Two year,DSL,Yes,No,No,220,8,0,1
441,71,Female,2,20.81,1245.43,Two year,Fiber optic,Yes,No,No,784,9,0,1
442,25,Male,37,70.89,1113.82,Two year,DSL,No,No internet service,No,262,3,2,0
443,44,Male,20,93.06,2153.01,Two year,DSL,No internet service,Yes,No,331,1,1,0
444,44,Female,26,69.01,4543.8,One year,DSL,No internet service,No,No,90,9,2,1
445,51,Male,29,89.9,2559.95,Two year,No,No,No,Yes,171,4,2,1
446,38,Male,1,77.92,980.21,One year,No,No internet service,No internet service,No,276,1,0,0
447,47,Male,35,29.64,431.01,One year,No,No,No internet service,No internet service,343,9,2,1
448,50,Male,70,92.2,3495.97,Two year,Fiber optic,No internet service,Yes,No internet service,649,5,1,0
449,45,Male,59,25.32,1944.85,Two year,No,No,Yes,No,316,9,0,0
450,64,Male,69,62.72,4118.06,One year,Fiber optic,No internet service,No internet service,No internet service,590,0,2,0
451,50,Male,33,31.37,3314.58,One year,No,Yes,No,Yes,808,5,2,0
452,22,Male,51,20.94,3991.4,Two year,No,No,No,Yes,877,3,1,0
453,77,Male,12,53.76,1396.13,Two year,DSL,No,No,No,500,2,2,0
454,78,Male,20,43.6,3477.18,One year,DSL,No internet service,Yes,No,498,1,2,0
455,65,Female,53,58.88,1357.11,One year,DSL,No,No,No,805,6,2,1
456,36,Female,43,66.18,4698.39,One year,Fiber optic,No,No,No internet service,110,8,2,1
457,21,Male,50,23.5,3200.05,Month-to-month,Fiber optic,No,No internet service,No internet service,551,2,1,0
458,52,Female,29,29.84,1656.33,One year,No,Yes,No,Yes,196,5,2,0
459,66,Female,57,64.69,1384.08,Month-to-month,Fiber optic,Yes,No internet service,No internet service,735,8,2,1
460,34,Male,39,47.45,995.09,Two year,No,No internet service,No,Yes,994,1,2,0
461,61,Male,56,78.33,3488.47,Two year,Fiber optic,Yes,Yes,No internet service,839,6,0,0
462,45,Male,43,72.18,1132.64,One year,Fiber optic,No internet service,No,Yes,383,4,1,0
463,47,Female,50,87.65,2996.75,Two year,Fiber optic,Yes,No,No,930,4,0,0
464,46,Female,23,75.4,1359.94,Two year,DSL,No internet service,No internet service,No internet service,940,6,0,0
465,63,Male,44,54.39,3326.75,Two year,Fiber optic,Yes,No internet service,Yes,191,8,1,0
466,70,Male,38,73.84,4083.95,Two year,DSL,Yes,No internet service,No internet service,93,3,0,0
467,23,Male,23,42.03,3901.22,Month-to-month,DSL,No internet service,No,No,193,8,0,1
468,52,Female,45,44.51,3816.21,Month-to-month,Fiber optic,No,No,Yes,914,9,0,1
469,77,Female,52,83.12,979.23,One year,No,No,Yes,No internet service,382,8,1,1
470,58,Female,50,55.71,487.51,One year,No,Yes,No,No internet service,546,3,2,0
471,54,Female,8,83.87,3509.8,One year,No,No internet service,Yes,No,445,2,1,0
472,41,Male,1,85.79,1873.32,Two year,Fiber optic,No,No internet service,No,104,1,1,0
473,46,Male,8,88.6,2190.11,Two year,No,No internet service,No internet service,Yes,356,8,1,1
474,66,Male,29,93.33,204.19,Month-to-month,DSL,No,No internet service,No internet service,919,1,0,0
475,63,Male,5,54.48,1334.9,Month-to-month,No,No internet service,Yes,No internet service,472,5,2,1
476,70,Female,47,45.51,216.7,One year,Fiber optic,Yes,No,No,466,4,1,0
477,48,Female,34,66.58,4401.97,Month-to-month,No,No internet service,No internet service,No,722,4,1,0
478,52,Male,65,49.69,1254.81,Month-to-month,DSL,No,No,Yes,846,3,2,1
479,77,Male,55,68.09,2808.82,Month-to-month,Fiber optic,Yes,No,No internet service,374,5,2,1
480,50,Female,43,76.45,242.95,Month-to-month,No,No internet service,No internet service,No internet service,759,4,2,1
481,69,Male,30,75.07,3350.89,Month-to-month,Fiber optic,No,Yes,Yes,720,3,0,0
482,78,Female,17,49.96,1648.99,One year,Fiber optic,Yes,No,Yes,129,8,2,1
483,38,Male,26,33.35,4494.7,One year,Fiber optic,No internet service,No internet service,No,80,5,0,0
484,49,Male,8,54.44,4446.19,Month-to-month,No,No,No,No,161,9,1,1
485,40,Male,47,31.41,1660.19,One year,Fiber optic,No internet service,No,Yes,607,9,0,1
486,50,Male,46,91.21,4509.76,Two year,No,No internet service,No,Yes,914,9,2,1
487,20,Male,68,47.67,4980.98,Month-to-month,DSL,Yes,No,No internet service,766,2,0,0
488,35,Male,33,32.36,4135.81,Two year,No,Yes,No,Yes,613,9,2,1
489,42,Male,1,22.04,4232.11,One year,DSL,No,Yes,Yes,699,5,0,0
490,59,Female,19,71.67,1282.59,One year,No,Yes,Yes,No internet service,521,0,1,0
491,48,Female,31,70.95,2904.68,Two year,Fiber optic,No,No internet service,Yes,123,4,0,0
492,71,Female,14,47.25,382.92,One year,No,No internet service,Yes,No,602,9,1,0
493,75,Female,53,25.74,519.84,Month-to-month,Fiber optic,No internet service,Yes,No,528,5,2,1
494,20,Female,48,52.77,4994.52,Two year,DSL,No,Yes,No internet service,638,7,1,0
495,57,Male,69,44.9,1666.86,Month-to-month,No,No internet service,No,Yes,436,8,2,1
496,63,Male,62,74.17,3753.51,Two year,Fiber optic,Yes,No,No,748,2,2,0
497,41,Female,66,68.46,4042.99,One year,DSL,No internet service,No internet service,No,931,1,1,0
498,67,Male,64,49.17,4297.22,Two year,DSL,Yes,No internet service,No,613,3,1,0
499,49,Female,70,37.43,4988.26,Two year,No,No,No internet service,No,979,7,0,0
500,64,Female,63,99.04,1245.41,Month-to-month,DSL,No,No,Yes,482,7,0,1
501,39,Male,33,56.32,249.74,One year,Fiber optic,No internet service,Yes,Yes,461,2,1,0
502,40,Male,41,75.06,2085.4,Month-to-month,DSL,No internet service,Yes,Yes,516,3,1,0
503,19,Male,48,31.24,693.9,One year,DSL,Yes,No,Yes,648,2,1,0
504,44,Female,13,58.85,161.01,Month-to-month,Fiber optic,Yes,No internet service,No,670,9,1,1
505,59,Male,31,22.2,1834.11,Two year,DSL,No internet service,No internet service,No internet service,958,1,2,0
506,19,Female,68,60.44,3929.5,Month-to-month,DSL,No internet service,No internet service,No internet service,786,3,1,0
507,43,Female,4,97.12,2852.59,One year,DSL,No,No,No,297,5,1,1
508,34,Female,19,50.74,1598.25,One year,DSL,No,No internet service,No,630,4,1,0
509,57,Male,70,23.12,3288.99,Two year,Fiber optic,No,No internet service,No internet service,169,2,1,0
510,50,Male,13,22.48,1198.49,One year,DSL,No internet service,No,No internet service,116,1,2,0
511,26,Female,23,51.04,121.19,Month-to-month,Fiber optic,No internet service,Yes,No,622,8,0,1
512,60,Male,1,32.8,3833.55,Two year,DSL,No internet service,No,No,376,0,0,0
513,71,Male,54,21.87,3137.53,One year,DSL,No,No,Yes,969,8,0,1
514,65,Male,71,80.5,3823.4,One year,DSL,No internet service,No,Yes,752,0,0,0
515,56,Female,15,56.68,242.74,Month-to-month,DSL,Yes,No,No internet service,519,6,0,1
516,46,Female,65,43.14,4193.74,Month-to-month,Fiber optic,No internet service,Yes,No,542,5,2,1
517,59,Male,71,92.01,3116.65,Two year,Fiber optic,No internet service,No internet service,No internet service,750,6,0,1
518,72,Female,15,29.29,2838.81,One year,Fiber optic,No internet service,No,Yes,712,2,2,0
519,43,Male,21,96.47,3141.84,Month-to-month,No,No internet service,Yes,Yes,335,2,2,1
520,52,Male,19,45.12,4328.94,Two year,DSL,No internet service,No internet service,No internet service,963,0,0,0
521,67,Male,60,91.07,2955.34,One year,DSL,Yes,No internet service,Yes,657,3,0,0
522,42,Male,33,68.24,2925.7,One year,Fiber optic,Yes,No internet service,No,361,1,0,0
523,41,Female,49,86.14,4953.86,Two year,No,No internet service,No,No internet service,358,9,1,1
524,30,Female,35,98.72,3795.81,Two year,DSL,No,No,No,824,7,2,1
525,77,Female,44,43.07,2239.35,Month-to-month,Fiber optic,No internet service,No internet service,No,146,2,0,0
526,75,Male,11,96.89,3551.62,One year,DSL,No internet service,No internet service,Yes,162,6,1,1
527,24,Male,66,51.16,1976.69,One year,DSL,No internet service,No internet service,No,686,6,2,1
528,74,Male,46,50.84,1182.93,One year,Fiber optic,No,No internet service,No internet service,505,8,1,0
529,53,Female,9,47.23,3004.42,Two year,Fiber optic,No,No internet service,No,512,5,1,0
530,62,Male,3,63.31,4644.5,Month-to-month,DSL,No,No internet service,No,997,0,0,1
531,37,Female,26,32.33,4649.24,One year,DSL,Yes,Yes,No,181,7,2,1
532,18,Female,48,64.3,1742.43,Two year,Fiber optic,No,No internet service,No,979,0,1,0
533,25,Female,66,63.34,2662.0,One year,DSL,Yes,No,No,978,2,2,0
534,63,Female,70,80.95,1097.6,Month-to-month,DSL,Yes,No,Yes,170,4,0,1
535,33,Female,28,86.69,4978.37,One year,Fiber optic,No,No,No internet service,246,7,2,1
536,31,Female,26,55.24,4906.53,Month-to-month,DSL,No,No internet service,Yes,855,8,1,1
537,29,Male,25,44.19,3265.07,Month-to-month,DSL,No,No,No internet service,531,6,1,1
538,68,Male,12,40.75,4031.85,One year,No,Yes,Yes,No internet service,683,8,2,1
539,40,Female,5,35.57,3589.75,One year,Fiber optic,No internet service,No internet service,No internet service,843,2,1,0
540,32,Female,48,24.61,2986.13,Month-to-month,No,No,No,No internet service,946,4,1,0
541,45,Male,37,47.4,314.07,Two year,No,No,Yes,No internet service,821,9,1,0
542,51,Female,44,41.62,2301.08,Month-to-month,No,No,Yes,No,88,7,0,1
543,19,Female,15,97.31,3390.19,One year,DSL,Yes,No,Yes,615,0,0,0
544,49,Male,43,64.62,3403.78,One year,DSL,Yes,Yes,Yes,561,7,1,0
545,40,Female,48,47.78,1896.96,Two year,No,No internet service,No,No,523,6,2,1
546,39,Female,70,66.44,4711.38,Month-to-month,No,No,Yes,No internet service,210,0,0,0
547,68,Female,46,31.14,878.42,Month-to-month,No,Yes,No internet service,Yes,338,9,2,1
548,42,Male,43,55.52,2526.78,Month-to-month,DSL,No internet service,No internet service,No,249,9,1,1
549,75,Male,21,70.1,3469.88,One year,No,No,No internet service,No,837,5,1,0
550,79,Male,23,59.11,3500.82,Month-to-month,No,Yes,No internet service,Yes,577,0,2,1
551,78,Female,47,52.14,3260.76,Two year,Fiber optic,No,No internet service,Yes,966,1,0,0
552,39,Female,15,99.51,1412.68,One year,Fiber optic,No,No,No internet service,734,4,2,1
553,75,Male,25,90.43,823.22,One year,DSL,Yes,No internet service,No internet service,552,1,2,0
554,75,Female,36,69.87,3197.9,Month-to-month,Fiber optic,Yes,No internet service,Yes,297,9,1,1
555,39,Female,51,65.55,3016.55,Two year,Fiber optic,Yes,No internet service,No internet service,432,0,0,0
556,66,Female,15,69.65,937.81,One year,Fiber optic,No,No internet service,No,267,5,2,0
557,69,Female,68,36.1,3540.44,One year,DSL,No,Yes,No internet service,136,7,0,0
558,59,Female,21,51.61,2303.1,Month-to-month,Fiber optic,No internet service,No internet service,No internet service,131,7,1,1
559,23,Male,13,23.16,3355.41,Month-to-month,DSL,No,No internet service,No,111,7,0,1
560,32,Female,19,58.04,4194.97,Two year,No,Yes,No,No internet service,848,5,1,0
561,71,Male,34,63.44,890.16,Month-to-month,Fiber optic,No,Yes,No,549,2,0,0
562,60,Female,68,38.22,144.77,Two year,DSL,No internet service,No,No internet service,91,0,2,0
563,77,Male,52,97.12,3906.56,One year,Fiber optic,No internet service,No internet service,Yes,61,1,1,0
564,54,Female,27,92.76,3068.0,Two year,No,Yes,No,No internet service,882,4,2,1
565,50,Male,29,77.77,3513.22,Two year,DSL,Yes,No,Yes,795,9,1,1
566,25,Female,28,62.67,4198.87,Two year,DSL,No internet service,No internet service,Yes,890,4,0,0
567,70,Male,35,89.6,4023.91,One year,DSL,No internet service,Yes,Yes,692,9,0,1
568,77,Female,8,30.45,4806.55,Month-to-month,No,No internet service,Yes,Yes,164,0,1,1
569,61,Male,16,83.24,2702.88,One year,No,Yes,No,Yes,267,0,1,0
570,61,Female,36,29.99,2468.05,Month-to-month,No,No internet service,No internet service,No,698,8,1,1
571,22,Male,30,83.54,2039.34,Two year,DSL,No internet service,No,No,155,1,0,0
572,56,Male,18,42.06,810.77,Two year,No,Yes,No,No,740,6,1,1
573,21,Female,2,90.17,2884.41,Two year,Fiber optic,No,No,Yes,577,9,1,1
574,23,Female,49,95.52,1421.21,Two year,No,No,No internet service,No internet service,521,3,2,0
575,62,Male,4,31.9,4610.47,Two year,DSL,No internet service,No internet service,No,803,6,1,1
576,49,Female,7,57.01,2936.79,Month-to-month,Fiber optic,No,Yes,No internet service,895,7,2,1
577,69,Male,39,98.48,2984.56,Month-to-month,No,No,No internet service,No internet service,942,4,2,1
578,47,Male,13,58.67,1806.88,Two year,Fiber optic,No,No,Yes,436,0,2,0
579,64,Male,31,89.08,307.35,One year,Fiber optic,No,No,Yes,275,3,0,0
580,52,Female,71,67.1,207.13,One year,DSL,No internet service,Yes,Yes,530,9,2,1
581,72,Male,63,50.03,2145.51,Two year,Fiber optic,No,No internet service,No,803,2,1,0
582,57,Male,56,42.86,468.6,Month-to-month,Fiber optic,No,No,Yes,457,9,0,1
583,69,Female,42,36.26,3053.89,One year,DSL,Yes,Yes,No,506,4,0,0
584,33,Female,61,80.94,4410.82,One year,DSL,No internet service,Yes,No,702,9,0,1
585,30,Female,42,50.92,4420.43,One year,DSL,Yes,No,No,947,9,0,1
586,67,Female,56,60.9,3312.27,Two year,Fiber optic,Yes,No,No,760,5,0,0
587,77,Male,36,59.39,1095.6,One year,Fiber optic,No internet service,No internet service,Yes,673,1,0,0
588,59,Male,68,66.18,4321.83,One year,Fiber optic,No,Yes,No,688,6,0,0
589,47,Male,7,89.25,4436.16,One year,DSL,Yes,No,Yes,70,2,2,1
590,36,Male,54,98.46,1023.44,One year,No,No internet service,Yes,Yes,708,0,1,0
591,34,Female,1,52.61,3700.26,Month-to-month,Fiber optic,No,No internet service,No,650,9,1,1
592,73,Male,44,86.2,1468.27,Two year,No,No internet service,No,Yes,864,2,2,1
593,36,Male,45,81.16,4023.07,Two year,DSL,Yes,No internet service,No internet service,967,8,2,1
594,45,Female,47,65.88,4986.33,Month-to-month,Fiber optic,No,Yes,Yes,252,9,0,1
595,75,Male,13,96.48,198.63,Month-to-month,No,No,No internet service,Yes,466,5,0,0
596,72,Male,22,36.04,4491.96,Two year,Fiber optic,No internet service,No internet service,No,465,5,2,0
597,43,Male,21,28.74,3132.02,One year,Fiber optic,No,Yes,No,497,3,0,0
598,54,Male,9,88.32,4868.24,One year,Fiber optic,Yes,No internet service,Yes,561,7,1,1
599,43,Male,26,55.13,2351.8,Two year,No,Yes,Yes,No,134,4,1,0
600,70,Male,9,87.76,4244.57,One year,DSL,Yes,No,No internet service,216,6,0,1
601,79,Female,15,91.45,358.85,Month-to-month,Fiber optic,No internet service,Yes,No internet service,433,8,0,1
602,40,Female,10,25.0,1709.63,One year,DSL,No,Yes,No,517,4,0,0
603,26,Male,42,90.68,381.73,One year,DSL,No,No,Yes,121,4,1,0
604,29,Male,24,55.87,4877.95,One year,No,No,Yes,No internet service,859,3,0,0
605,70,Female,49,60.83,4094.02,Two year,No,Yes,No,No internet service,570,5,2,0
606,18,Male,26,70.13,4270.11,Month-to-month,DSL,No,No,Yes,842,1,0,0
607,75,Male,37,94.11,4692.93,One year,Fiber optic,Yes,Yes,No,522,2,2,0
